,strAccount,strText,DateTime,fltCompound,fltPositive,fltNeutral,fltNegative,hrsApart,TweetsAgo,Color
487,@nytimes,"🎅🎄 Some of the best Christmas world records: Instadogs, Susan Boyle and surfing Santas. https://t.co/MKT10qhvmL https://t.co/PdthEWx1ew",2017-12-12 18:00:07,0.6369,0.219,0.781,0.0,0.5005555555555555,88.0,blue
486,@nytimes,"Will we get a white Christmas? 🌨🎄
We actually get snow on Christmas Day more often than you might think - but it de… https://t.co/6Yyu2Uuux0",2017-12-12 18:30:05,0.0,0.0,1.0,0.0,0.49944444444444447,87.0,blue
485,@nytimes,"In the 3rd episode of @TWBBC Live, we explore how today’s scientific research &amp; technology is changing how we care… https://t.co/4zopZ7DvfC",2017-12-12 19:00:03,0.0,0.0,1.0,0.0,0.49944444444444447,86.0,blue
484,@nytimes,"RT @BBCSpringwatch: 10 glorious photos of British wildlife in the snow
https://t.co/Ap7kaHaozX https://t.co/hEeEvk6hSN",2017-12-12 19:16:42,0.6369,0.259,0.741,0.0,0.2775,85.0,blue
483,@nytimes,RT @BBC6Music: ✂️ ✂️ Scissors at the ready... Make your own @NoelGallagher Christmas decoration to put on your high-flying sleigh ahead of…,2017-12-12 19:17:56,0.0,0.0,1.0,0.0,0.020555555555555556,84.0,blue
482,@nytimes,RT @BBCWomansHour: Neuroscientist @sophiescott explains how we can tell what people are REALLY thinking 👇🎥 (by reading their microexpressio…,2017-12-12 19:18:27,0.0,0.0,1.0,0.0,0.008611111111111111,83.0,blue
481,@nytimes,"RT @BBCScotland: ""IT'S THE KETTLE!"" 😂

#ScotSquad 
@Gradowrestling // @Mani2thaJ https://t.co/hc1bob5blR",2017-12-12 19:18:57,0.0,0.0,1.0,0.0,0.008333333333333333,82.0,blue
480,@nytimes,RT @TWBBC: If you're in Glasgow Wednesday night expand your mind with the Tomorrow's World Live show at the Science Centre - all about brai…,2017-12-12 19:19:06,0.3182,0.091,0.909,0.0,0.0025,81.0,blue
479,@nytimes,"RT @BBCOne: “It’s gold.” #TheAWord cast explain what is so special about the show. 

Tonight. 9pm. @BBCOne. https://t.co/hP8zufMx79",2017-12-12 19:19:14,0.541,0.17,0.83,0.0,0.0022222222222222222,80.0,blue
478,@nytimes,"RT @bbcstories: “I’m being led by the hand by my child, not the other way around.” - Richard's son Jaco has autism, and their relationship…",2017-12-12 19:19:47,0.4939,0.122,0.878,0.0,0.009166666666666667,79.0,blue
477,@nytimes,"RT @bbccomedy: When the help's so helpful, but you just can't stand her helping. #FirstWorldProblems #Motherland @MissDianeMorgan https://t…",2017-12-12 19:19:59,-0.0062,0.112,0.775,0.113,0.0033333333333333335,78.0,blue
476,@nytimes,"'The Spice Girls only had one black member and she was called Scary!' 😂
#LiveAtTheApollo via @BBCTwo. https://t.co/ttkiAvosb6",2017-12-12 19:30:05,0.0,0.0,1.0,0.0,0.16833333333333333,77.0,blue
475,@nytimes,"Overfishing and changing sea temperatures are pushing seabirds to the brink of extinction, according to new data. 🦅… https://t.co/Gm4wOSz6TB",2017-12-12 20:00:09,0.0,0.0,1.0,0.0,0.5011111111111111,76.0,blue
474,@nytimes,'I’m talking about my rape to encourage other male victims to do the same.' https://t.co/KJuXHNo0oC https://t.co/KeO7ujanSr,2017-12-12 20:30:05,-0.5719,0.142,0.558,0.3,0.4988888888888889,75.0,blue
473,@nytimes,"Feelings of stress and anxiety disorders are extremely common. Remember, you're not alone in this and you don't hav… https://t.co/Zw8sl2UxTU",2017-12-13 07:38:04,-0.4137,0.075,0.731,0.194,11.133055555555556,74.0,blue
472,@nytimes,The 'Godfather of Coral' has identified more than 20% of the world's coral species &amp; transformed our understanding… https://t.co/tRtikV4SbW,2017-12-13 08:00:04,0.0,0.0,1.0,0.0,0.36666666666666664,73.0,blue
471,@nytimes,There's great pleasure in realising that total unknowns can be as brilliant as your favourite recording artists. 🎹🎶… https://t.co/ohcGDgymVJ,2017-12-13 08:20:03,0.9118,0.42,0.58,0.0,0.33305555555555555,72.0,blue
470,@nytimes,"Steph's a cheerleading world champion. She's also blind. ✊❤️️
Via @BBCStories. https://t.co/CktGzvfE1P",2017-12-13 08:40:01,0.5267,0.363,0.476,0.161,0.3327777777777778,71.0,blue
469,@nytimes,"Coronary heart disease is the biggest killer in the UK, causing almost 74,000 deaths each year. 
💪❤️️  Here are 10… https://t.co/7zMRqir8VH",2017-12-13 09:00:05,-0.6486,0.0,0.823,0.177,0.33444444444444443,70.0,blue
468,@nytimes,"'Rousing.' 'Thrilling.' 'Addictively bold.'
Just a few of the superlatives critics are using to describe the latest… https://t.co/nIKR8Odx8e",2017-12-13 10:18:11,-0.296,0.0,0.879,0.121,1.3016666666666667,69.0,blue
467,@nytimes,"French and Saunders celebrate 300 years in showbiz. 🙌

Full interview 👉 https://t.co/rompNHRjh8

300 Years of Frenc… https://t.co/kzA69viRu4",2017-12-13 10:39:21,0.5719,0.198,0.802,0.0,0.3527777777777778,68.0,blue
466,@nytimes,"RT @BBCTwo: In 2012, Daniel lost both his legs after being run over by a police vehicle.

Since then, he's applied for over 800 jobs... but…",2017-12-13 11:42:41,-0.3182,0.0,0.913,0.087,1.0555555555555556,67.0,blue
465,@nytimes,"RT @bbcmusic: 😎 @Harry_Styles stepped in to host @JKCorden's TV show last night (with 2.5 hours notice!)
👉 https://t.co/KMPl2POLrC https://…",2017-12-13 11:52:55,0.0,0.0,1.0,0.0,0.17055555555555554,66.0,blue
464,@nytimes,Late Junction has spent the year traversing the outer edges of musical experimentation to find the most interesting… https://t.co/D9YD5pVIDU,2017-12-13 12:00:08,0.0,0.0,1.0,0.0,0.12027777777777778,65.0,blue
463,@nytimes,"RT @BBCR1: THAT VOICE 😍

So good to have @SamSmithWorld back in the Live Lounge. One Last Song sounds SO beautiful (and pretty festive, no?…",2017-12-13 12:09:04,0.9455,0.433,0.567,0.0,0.14888888888888888,64.0,blue
462,@nytimes,"RT @BBCR1: How stunning is this? 

@SamSmithWorld covering Have Yourself A Merry Little Christmas is totally perfect. 💫 https://t.co/7rJdEM…",2017-12-13 12:21:18,0.8777,0.419,0.581,0.0,0.2038888888888889,63.0,blue
461,@nytimes,"RT @BBCR1: ⚡️ @SamSmithWorld got everyone in their feelings with his Christmas cover 😭🎄

https://t.co/Y1B16frQ4p",2017-12-13 12:27:30,0.0,0.0,1.0,0.0,0.10333333333333333,62.0,blue
460,@nytimes,"This woman is showing people how to turn their food pics into #FoodPorn. 🍩🤤
Via BBC Minute. https://t.co/sScwTTcPuB",2017-12-13 12:30:02,0.0,0.0,1.0,0.0,0.042222222222222223,61.0,blue
459,@nytimes,"'It was brilliant to sweep in to a room and say, ""hokey-cokey pig in a pokey, good morning job seekers!""'

Who's ex… https://t.co/Ejnm3jvDOP",2017-12-13 13:00:02,0.7901,0.269,0.731,0.0,0.5,60.0,blue
458,@nytimes,RT @bbccomedy: French and Saunders celebrate 300 years in showbiz! 🙌 @FerriFrump @Dawn_French https://t.co/X8WgKukZ8W,2017-12-13 13:11:33,0.6114,0.25,0.75,0.0,0.19194444444444445,59.0,blue
457,@nytimes,RT @bbcthree: PLOT TWIST. #TheApprentice https://t.co/eIpXZy7Jm2,2017-12-13 13:14:21,0.0,0.0,1.0,0.0,0.04666666666666667,58.0,blue
456,@nytimes,"Being friends with George Clooney is probably cool enough...
Now it's been revealed he's given $1 million to each o… https://t.co/AK3GUd8UXq",2017-12-13 13:30:05,0.6597,0.221,0.779,0.0,0.26222222222222225,57.0,blue
455,@nytimes,"When cold air meets warm air, ice crystals form six-sided shapes around a speck of dust, creating a snowflake! ❄️
W… https://t.co/NAgUr0xHZq",2017-12-13 14:03:03,0.5255,0.196,0.804,0.0,0.5494444444444444,56.0,blue
454,@nytimes,This guy made a candy cane pizza and we might need to cancel Christmas. 💈🙅 https://t.co/6DGfL53C2O https://t.co/W0pvpj4V4d,2017-12-13 14:37:03,-0.25,0.0,0.882,0.118,0.5666666666666667,55.0,blue
453,@nytimes,"Whether you're filling hampers or catering for a party, we've got all the biscuit recipes you need for a perfect Ch… https://t.co/9csfsG53Le",2017-12-13 15:12:05,0.7506,0.262,0.738,0.0,0.5838888888888889,54.0,blue
452,@nytimes,RT @BBCNewsEnts: Peter Kay fans will be pleased to hear his final 2 Car Share episodes have already been filmed and will be screened next y…,2017-12-13 15:39:29,0.6249,0.181,0.819,0.0,0.45666666666666667,53.0,blue
451,@nytimes,'Meghan Markle' and 'fidget spinners' top UK Google search for 2017. https://t.co/hYKDDFVfPL https://t.co/YCbpX1K8yC,2017-12-13 15:49:03,0.2023,0.13,0.87,0.0,0.15944444444444444,52.0,blue
450,@nytimes,"'Tartes of flesh' used to include pork, hard-boiled eggs, cheese, spices, saffron, &amp; sugar in the 1300s. 😬

This is… https://t.co/39MHfYnQ6Y",2017-12-13 17:00:14,0.0,0.0,1.0,0.0,1.186388888888889,51.0,blue
449,@nytimes,"RT @bbcgenome: #OTD 2006, @StephenMerchant won a British Comedy Award for his role in Extras. Here he is pictured alongside @rickygervais a…",2017-12-13 17:23:02,0.8658,0.35,0.65,0.0,0.38,50.0,blue
448,@nytimes,"Dwayne Johnson, president, 2020?

The Graham Norton Show | @BBCOne https://t.co/TfDdY43IER",2017-12-13 17:30:01,0.0,0.0,1.0,0.0,0.11638888888888889,49.0,blue
447,@nytimes,"Còsagach: A feeling of being snug, sheltered or cosy. 🤗
Scotland could offer visitors a rival to the Danish concept… https://t.co/XlVpqlvaTV",2017-12-13 18:00:12,0.128,0.081,0.919,0.0,0.5030555555555556,48.0,blue
446,@nytimes,Princess Margaret broke all the royal rules long before Prince Harry. 👑 https://t.co/RffK1BgQG0 https://t.co/TMnsg71XDB,2017-12-13 18:32:04,-0.4215,0.0,0.811,0.189,0.5311111111111111,47.0,blue
445,@nytimes,"It’s spicy, it's tangy &amp; it'll warm you right up. 🍲😋
Get the full recipe for @Rick_Stein's Sopa Azteca here. 👉… https://t.co/jLcGMawMgO",2017-12-13 19:00:02,0.2263,0.083,0.917,0.0,0.4661111111111111,46.0,blue
444,@nytimes,🐘 Why you must never pee in front of elephants... and more surprising facts. 👉 https://t.co/Bz8ncFjAfa https://t.co/o2vs4NJDK0,2017-12-13 19:31:04,0.3384,0.146,0.854,0.0,0.5172222222222222,45.0,blue
443,@nytimes,London's Euston station will be turned into a shelter for the homeless on Christmas Day. ❤️️🎁… https://t.co/Y834ULzLu5,2017-12-13 20:00:10,0.0,0.0,1.0,0.0,0.485,44.0,blue
442,@nytimes,"In a quiet corner of northern Europe exists a geopolitical anomaly, where many buildings have an international bord… https://t.co/U0BoEVqWwY",2017-12-14 07:38:04,0.0,0.0,1.0,0.0,11.631666666666666,43.0,blue
441,@nytimes,"'As long as I get the strength to do it, I'll carry on.' 💕
Via @BBCStories. https://t.co/K3NBJzFyID",2017-12-14 08:00:01,0.4939,0.186,0.814,0.0,0.36583333333333334,42.0,blue
440,@nytimes,"The extent with which we use our unconscious mind is enormous – and the more we use it, the better we perform many… https://t.co/HYw72pkMD4",2017-12-14 08:20:03,0.4404,0.116,0.884,0.0,0.3338888888888889,41.0,blue
419,@nytimes,"'I'm not an eco-warrior, I'm just a normal mum.' 
Chrissy is trying to reduce the amount of plastic her family thro… https://t.co/Cb83chprZk",2017-12-14 08:40:04,0.0,0.0,1.0,0.0,13.666666666666666,20.0,blue
439,@nytimes,"'I'm not an eco-warrior, I'm just a normal mum.' 
Chrissy is trying to reduce the amount of plastic her family thro… https://t.co/Cb83chprZk",2017-12-14 08:40:04,0.0,0.0,1.0,0.0,0.33361111111111114,40.0,blue
418,@nytimes,How a vertical village can bring a community together. 🌱❤️️ https://t.co/SZvVg2U7EX https://t.co/bwazhnIJxv,2017-12-14 09:00:06,0.0,0.0,1.0,0.0,0.3338888888888889,19.0,blue
438,@nytimes,How a vertical village can bring a community together. 🌱❤️️ https://t.co/SZvVg2U7EX https://t.co/bwazhnIJxv,2017-12-14 09:00:06,0.0,0.0,1.0,0.0,0.3338888888888889,39.0,blue
417,@nytimes,"The mercury plummeted over the weekend in Scotland, reaching as low as -11.3 degrees at Dalwhinnie!
Here are your p… https://t.co/nHWTU8tAPa",2017-12-14 10:00:15,-0.1511,0.078,0.819,0.103,1.0025,18.0,blue
437,@nytimes,"The mercury plummeted over the weekend in Scotland, reaching as low as -11.3 degrees at Dalwhinnie!
Here are your p… https://t.co/nHWTU8tAPa",2017-12-14 10:00:15,-0.1511,0.078,0.819,0.103,1.0025,38.0,blue
416,@nytimes,"Did you know that the ability for adults to digest milk is a relatively recent genetic mutation?
Here are 3 quirky… https://t.co/q4ivJ3J8Lr",2017-12-14 11:00:09,0.3182,0.108,0.892,0.0,0.9983333333333333,17.0,blue
436,@nytimes,"Did you know that the ability for adults to digest milk is a relatively recent genetic mutation?
Here are 3 quirky… https://t.co/q4ivJ3J8Lr",2017-12-14 11:00:09,0.3182,0.108,0.892,0.0,0.9983333333333333,37.0,blue
415,@nytimes,"He proposed to his wife naked in a vegetable garden... 😳🍆💍

10 Things we learned about @KelseyGrammer from his… https://t.co/novuBDLLSE",2017-12-14 12:00:08,0.0,0.0,1.0,0.0,0.9997222222222222,16.0,blue
435,@nytimes,"He proposed to his wife naked in a vegetable garden... 😳🍆💍

10 Things we learned about @KelseyGrammer from his… https://t.co/novuBDLLSE",2017-12-14 12:00:08,0.0,0.0,1.0,0.0,0.9997222222222222,36.0,blue
414,@nytimes,RT @bbcpress: Special event staged at London Palladium in honour of Sir Bruce Forsyth will be aired on @BBCOne: https://t.co/JTbcFk2PXj htt…,2017-12-14 12:01:41,0.7506,0.252,0.748,0.0,0.025833333333333333,15.0,blue
434,@nytimes,RT @bbcpress: Special event staged at London Palladium in honour of Sir Bruce Forsyth will be aired on @BBCOne: https://t.co/JTbcFk2PXj htt…,2017-12-14 12:01:41,0.7506,0.252,0.748,0.0,0.025833333333333333,35.0,blue
413,@nytimes,"RT @BBCR1: 🎼 🎻🎶✨

@LondonGrammar + a string quintet is SO heavenly!

Stay tuned for their Christmas Live Lounge cover... https://t.co/a2yVo…",2017-12-14 12:12:46,0.7444,0.238,0.762,0.0,0.18472222222222223,14.0,blue
433,@nytimes,"RT @BBCR1: 🎼 🎻🎶✨

@LondonGrammar + a string quintet is SO heavenly!

Stay tuned for their Christmas Live Lounge cover... https://t.co/a2yVo…",2017-12-14 12:12:46,0.7444,0.238,0.762,0.0,0.18472222222222223,34.0,blue
412,@nytimes,"RT @BBCR1: 🎶 We're dreaming of a @LondonGrammar Christmas album 🎶

How heavenly is this? 🎄💫 https://t.co/Xh7aHEXCWt",2017-12-14 12:25:25,0.6124,0.235,0.765,0.0,0.21083333333333334,13.0,blue
432,@nytimes,"RT @BBCR1: 🎶 We're dreaming of a @LondonGrammar Christmas album 🎶

How heavenly is this? 🎄💫 https://t.co/Xh7aHEXCWt",2017-12-14 12:25:25,0.6124,0.235,0.765,0.0,0.21083333333333334,33.0,blue
411,@nytimes,"RT @BBCNews: 53 adults, 18 children 💚
#GrenfellTower

https://t.co/0lM54Cvw07 https://t.co/vJAhXktYRe",2017-12-14 12:27:47,0.0,0.0,1.0,0.0,0.03944444444444444,12.0,blue
431,@nytimes,"RT @BBCNews: 53 adults, 18 children 💚
#GrenfellTower

https://t.co/0lM54Cvw07 https://t.co/vJAhXktYRe",2017-12-14 12:27:47,0.0,0.0,1.0,0.0,0.03944444444444444,32.0,blue
410,@nytimes,"The awkward moment when Graham gets the wrong Gallagher brother. 😬

The Graham Norton Show | @BBCOne https://t.co/B7PGlaPmXw",2017-12-14 12:30:04,-0.5719,0.0,0.749,0.251,0.03805555555555556,11.0,blue
430,@nytimes,"The awkward moment when Graham gets the wrong Gallagher brother. 😬

The Graham Norton Show | @BBCOne https://t.co/B7PGlaPmXw",2017-12-14 12:30:04,-0.5719,0.0,0.749,0.251,0.03805555555555556,31.0,blue
409,@nytimes,"RT @BBC6Music: What was your favourite album of 2017? 

Here's Jodie Whittaker (@bbcdoctorwho / @BroadchurchTV) sharing her favourite. #201…",2017-12-14 12:45:09,0.4215,0.141,0.859,0.0,0.2513888888888889,10.0,blue
429,@nytimes,"RT @BBC6Music: What was your favourite album of 2017? 

Here's Jodie Whittaker (@bbcdoctorwho / @BroadchurchTV) sharing her favourite. #201…",2017-12-14 12:45:09,0.4215,0.141,0.859,0.0,0.2513888888888889,30.0,blue
408,@nytimes,RT @BBCNewsround: What do the @UKRobotWars house bots do on their day off? Shovel snow of course! ❄ https://t.co/krB7oQIEBR https://t.co/0l…,2017-12-14 12:46:06,0.0,0.0,1.0,0.0,0.015833333333333335,9.0,blue
428,@nytimes,RT @BBCNewsround: What do the @UKRobotWars house bots do on their day off? Shovel snow of course! ❄ https://t.co/krB7oQIEBR https://t.co/0l…,2017-12-14 12:46:06,0.0,0.0,1.0,0.0,0.015833333333333335,29.0,blue
407,@nytimes,"❄️⛄️ How cold can it get at work before you can legally go home? https://t.co/RCSDvZZRxg

We were all thinking it... https://t.co/9DWTOhCFL0",2017-12-14 13:03:04,0.1027,0.065,0.935,0.0,0.2827777777777778,8.0,blue
427,@nytimes,"❄️⛄️ How cold can it get at work before you can legally go home? https://t.co/RCSDvZZRxg

We were all thinking it... https://t.co/9DWTOhCFL0",2017-12-14 13:03:04,0.1027,0.065,0.935,0.0,0.2827777777777778,28.0,blue
406,@nytimes,"🎄 @LiamPayne, @ddlovato &amp; @Camila_Cabello will all present Christmas Day shows on @BBCR1. 👉 https://t.co/1k9h7hNZ3r… https://t.co/FAVRZRPkX1",2017-12-14 13:30:06,0.0,0.0,1.0,0.0,0.45055555555555554,7.0,blue
426,@nytimes,"🎄 @LiamPayne, @ddlovato &amp; @Camila_Cabello will all present Christmas Day shows on @BBCR1. 👉 https://t.co/1k9h7hNZ3r… https://t.co/FAVRZRPkX1",2017-12-14 13:30:06,0.0,0.0,1.0,0.0,0.45055555555555554,27.0,blue
405,@nytimes,"🎞🎵🎨 Gospel singer and civil rights activist @MavisStaples reveals her current picks for theatre, music and film. 👉… https://t.co/fNllKUJwMW",2017-12-14 14:00:08,0.0,0.0,1.0,0.0,0.5005555555555555,6.0,blue
425,@nytimes,"🎞🎵🎨 Gospel singer and civil rights activist @MavisStaples reveals her current picks for theatre, music and film. 👉… https://t.co/fNllKUJwMW",2017-12-14 14:00:08,0.0,0.0,1.0,0.0,0.5005555555555555,26.0,blue
404,@nytimes,"🙄
Looking up or rolling eyes?

Via @BBCScotland. https://t.co/d6W5jfMNIg",2017-12-14 17:00:05,0.0,0.0,1.0,0.0,2.9991666666666665,5.0,blue
424,@nytimes,"🙄
Looking up or rolling eyes?

Via @BBCScotland. https://t.co/d6W5jfMNIg",2017-12-14 17:00:05,0.0,0.0,1.0,0.0,2.9991666666666665,25.0,blue
403,@nytimes,👽 'Ask them if they believe in aliens' + 6 other awkward Christmas party conversation starters to help you survive… https://t.co/SIwOyxXkqj,2017-12-14 17:30:10,0.5859,0.245,0.682,0.073,0.5013888888888889,4.0,blue
423,@nytimes,👽 'Ask them if they believe in aliens' + 6 other awkward Christmas party conversation starters to help you survive… https://t.co/SIwOyxXkqj,2017-12-14 17:30:10,0.5859,0.245,0.682,0.073,0.5013888888888889,24.0,blue
402,@nytimes,"🍠🥕🥑 Here are our favourite vegetarian dishes to help herbivores up their protein intake, iron and fibre.… https://t.co/1bq9ZNdozI",2017-12-14 18:00:33,0.4019,0.137,0.863,0.0,0.5063888888888889,3.0,blue
422,@nytimes,"🍠🥕🥑 Here are our favourite vegetarian dishes to help herbivores up their protein intake, iron and fibre.… https://t.co/1bq9ZNdozI",2017-12-14 18:00:33,0.4019,0.137,0.863,0.0,0.5063888888888889,23.0,blue
401,@nytimes,"Scientists have unveiled a detailed genetic map of Ireland, revealing subtle DNA differences that may reflect histo… https://t.co/90QIQbSpKg",2017-12-14 18:30:10,0.0,0.0,1.0,0.0,0.4936111111111111,2.0,blue
421,@nytimes,"Scientists have unveiled a detailed genetic map of Ireland, revealing subtle DNA differences that may reflect histo… https://t.co/90QIQbSpKg",2017-12-14 18:30:10,0.0,0.0,1.0,0.0,0.4936111111111111,22.0,blue
400,@nytimes,"If you put all the man hours together, it would be 75 years of someone's life to do all the visual effects on Paddi… https://t.co/qXDiEDggSw",2017-12-14 19:00:04,0.0,0.0,1.0,0.0,0.49833333333333335,1.0,blue
420,@nytimes,"If you put all the man hours together, it would be 75 years of someone's life to do all the visual effects on Paddi… https://t.co/qXDiEDggSw",2017-12-14 19:00:04,0.0,0.0,1.0,0.0,0.49833333333333335,21.0,blue
