,strAccount,strText,DateTime,fltCompound,fltPositive,fltNeutral,fltNegative,hrsApart,TweetsAgo,Color
258,@CNN,RT @bbccomedy: French and Saunders celebrate 300 years in showbiz! 🙌 @FerriFrump @Dawn_French https://t.co/X8WgKukZ8W,2017-12-13 13:11:33,0.6114,0.25,0.75,0.0,0.19194444444444445,59.0,yellow
257,@CNN,RT @bbcthree: PLOT TWIST. #TheApprentice https://t.co/eIpXZy7Jm2,2017-12-13 13:14:21,0.0,0.0,1.0,0.0,0.04666666666666667,58.0,yellow
256,@CNN,"Being friends with George Clooney is probably cool enough...
Now it's been revealed he's given $1 million to each o… https://t.co/AK3GUd8UXq",2017-12-13 13:30:05,0.6597,0.221,0.779,0.0,0.26222222222222225,57.0,yellow
255,@CNN,"When cold air meets warm air, ice crystals form six-sided shapes around a speck of dust, creating a snowflake! ❄️
W… https://t.co/NAgUr0xHZq",2017-12-13 14:03:03,0.5255,0.196,0.804,0.0,0.5494444444444444,56.0,yellow
254,@CNN,This guy made a candy cane pizza and we might need to cancel Christmas. 💈🙅 https://t.co/6DGfL53C2O https://t.co/W0pvpj4V4d,2017-12-13 14:37:03,-0.25,0.0,0.882,0.118,0.5666666666666667,55.0,yellow
253,@CNN,"Whether you're filling hampers or catering for a party, we've got all the biscuit recipes you need for a perfect Ch… https://t.co/9csfsG53Le",2017-12-13 15:12:05,0.7506,0.262,0.738,0.0,0.5838888888888889,54.0,yellow
252,@CNN,RT @BBCNewsEnts: Peter Kay fans will be pleased to hear his final 2 Car Share episodes have already been filmed and will be screened next y…,2017-12-13 15:39:29,0.6249,0.181,0.819,0.0,0.45666666666666667,53.0,yellow
251,@CNN,'Meghan Markle' and 'fidget spinners' top UK Google search for 2017. https://t.co/hYKDDFVfPL https://t.co/YCbpX1K8yC,2017-12-13 15:49:03,0.2023,0.13,0.87,0.0,0.15944444444444444,52.0,yellow
250,@CNN,"'Tartes of flesh' used to include pork, hard-boiled eggs, cheese, spices, saffron, &amp; sugar in the 1300s. 😬

This is… https://t.co/39MHfYnQ6Y",2017-12-13 17:00:14,0.0,0.0,1.0,0.0,1.186388888888889,51.0,yellow
249,@CNN,"RT @bbcgenome: #OTD 2006, @StephenMerchant won a British Comedy Award for his role in Extras. Here he is pictured alongside @rickygervais a…",2017-12-13 17:23:02,0.8658,0.35,0.65,0.0,0.38,50.0,yellow
248,@CNN,"Dwayne Johnson, president, 2020?

The Graham Norton Show | @BBCOne https://t.co/TfDdY43IER",2017-12-13 17:30:01,0.0,0.0,1.0,0.0,0.11638888888888889,49.0,yellow
247,@CNN,"Còsagach: A feeling of being snug, sheltered or cosy. 🤗
Scotland could offer visitors a rival to the Danish concept… https://t.co/XlVpqlvaTV",2017-12-13 18:00:12,0.128,0.081,0.919,0.0,0.5030555555555556,48.0,yellow
246,@CNN,Princess Margaret broke all the royal rules long before Prince Harry. 👑 https://t.co/RffK1BgQG0 https://t.co/TMnsg71XDB,2017-12-13 18:32:04,-0.4215,0.0,0.811,0.189,0.5311111111111111,47.0,yellow
245,@CNN,"It’s spicy, it's tangy &amp; it'll warm you right up. 🍲😋
Get the full recipe for @Rick_Stein's Sopa Azteca here. 👉… https://t.co/jLcGMawMgO",2017-12-13 19:00:02,0.2263,0.083,0.917,0.0,0.4661111111111111,46.0,yellow
244,@CNN,🐘 Why you must never pee in front of elephants... and more surprising facts. 👉 https://t.co/Bz8ncFjAfa https://t.co/o2vs4NJDK0,2017-12-13 19:31:04,0.3384,0.146,0.854,0.0,0.5172222222222222,45.0,yellow
243,@CNN,London's Euston station will be turned into a shelter for the homeless on Christmas Day. ❤️️🎁… https://t.co/Y834ULzLu5,2017-12-13 20:00:10,0.0,0.0,1.0,0.0,0.485,44.0,yellow
242,@CNN,"In a quiet corner of northern Europe exists a geopolitical anomaly, where many buildings have an international bord… https://t.co/U0BoEVqWwY",2017-12-14 07:38:04,0.0,0.0,1.0,0.0,11.631666666666666,43.0,yellow
241,@CNN,"'As long as I get the strength to do it, I'll carry on.' 💕
Via @BBCStories. https://t.co/K3NBJzFyID",2017-12-14 08:00:01,0.4939,0.186,0.814,0.0,0.36583333333333334,42.0,yellow
240,@CNN,"The extent with which we use our unconscious mind is enormous – and the more we use it, the better we perform many… https://t.co/HYw72pkMD4",2017-12-14 08:20:03,0.4404,0.116,0.884,0.0,0.3338888888888889,41.0,yellow
219,@CNN,"'I'm not an eco-warrior, I'm just a normal mum.' 
Chrissy is trying to reduce the amount of plastic her family thro… https://t.co/Cb83chprZk",2017-12-14 08:40:04,0.0,0.0,1.0,0.0,13.666666666666666,20.0,yellow
239,@CNN,"'I'm not an eco-warrior, I'm just a normal mum.' 
Chrissy is trying to reduce the amount of plastic her family thro… https://t.co/Cb83chprZk",2017-12-14 08:40:04,0.0,0.0,1.0,0.0,0.33361111111111114,40.0,yellow
218,@CNN,How a vertical village can bring a community together. 🌱❤️️ https://t.co/SZvVg2U7EX https://t.co/bwazhnIJxv,2017-12-14 09:00:06,0.0,0.0,1.0,0.0,0.3338888888888889,19.0,yellow
238,@CNN,How a vertical village can bring a community together. 🌱❤️️ https://t.co/SZvVg2U7EX https://t.co/bwazhnIJxv,2017-12-14 09:00:06,0.0,0.0,1.0,0.0,0.3338888888888889,39.0,yellow
217,@CNN,"The mercury plummeted over the weekend in Scotland, reaching as low as -11.3 degrees at Dalwhinnie!
Here are your p… https://t.co/nHWTU8tAPa",2017-12-14 10:00:15,-0.1511,0.078,0.819,0.103,1.0025,18.0,yellow
237,@CNN,"The mercury plummeted over the weekend in Scotland, reaching as low as -11.3 degrees at Dalwhinnie!
Here are your p… https://t.co/nHWTU8tAPa",2017-12-14 10:00:15,-0.1511,0.078,0.819,0.103,1.0025,38.0,yellow
216,@CNN,"Did you know that the ability for adults to digest milk is a relatively recent genetic mutation?
Here are 3 quirky… https://t.co/q4ivJ3J8Lr",2017-12-14 11:00:09,0.3182,0.108,0.892,0.0,0.9983333333333333,17.0,yellow
236,@CNN,"Did you know that the ability for adults to digest milk is a relatively recent genetic mutation?
Here are 3 quirky… https://t.co/q4ivJ3J8Lr",2017-12-14 11:00:09,0.3182,0.108,0.892,0.0,0.9983333333333333,37.0,yellow
215,@CNN,"He proposed to his wife naked in a vegetable garden... 😳🍆💍

10 Things we learned about @KelseyGrammer from his… https://t.co/novuBDLLSE",2017-12-14 12:00:08,0.0,0.0,1.0,0.0,0.9997222222222222,16.0,yellow
235,@CNN,"He proposed to his wife naked in a vegetable garden... 😳🍆💍

10 Things we learned about @KelseyGrammer from his… https://t.co/novuBDLLSE",2017-12-14 12:00:08,0.0,0.0,1.0,0.0,0.9997222222222222,36.0,yellow
214,@CNN,RT @bbcpress: Special event staged at London Palladium in honour of Sir Bruce Forsyth will be aired on @BBCOne: https://t.co/JTbcFk2PXj htt…,2017-12-14 12:01:41,0.7506,0.252,0.748,0.0,0.025833333333333333,15.0,yellow
234,@CNN,RT @bbcpress: Special event staged at London Palladium in honour of Sir Bruce Forsyth will be aired on @BBCOne: https://t.co/JTbcFk2PXj htt…,2017-12-14 12:01:41,0.7506,0.252,0.748,0.0,0.025833333333333333,35.0,yellow
213,@CNN,"RT @BBCR1: 🎼 🎻🎶✨

@LondonGrammar + a string quintet is SO heavenly!

Stay tuned for their Christmas Live Lounge cover... https://t.co/a2yVo…",2017-12-14 12:12:46,0.7444,0.238,0.762,0.0,0.18472222222222223,14.0,yellow
233,@CNN,"RT @BBCR1: 🎼 🎻🎶✨

@LondonGrammar + a string quintet is SO heavenly!

Stay tuned for their Christmas Live Lounge cover... https://t.co/a2yVo…",2017-12-14 12:12:46,0.7444,0.238,0.762,0.0,0.18472222222222223,34.0,yellow
212,@CNN,"RT @BBCR1: 🎶 We're dreaming of a @LondonGrammar Christmas album 🎶

How heavenly is this? 🎄💫 https://t.co/Xh7aHEXCWt",2017-12-14 12:25:25,0.6124,0.235,0.765,0.0,0.21083333333333334,13.0,yellow
232,@CNN,"RT @BBCR1: 🎶 We're dreaming of a @LondonGrammar Christmas album 🎶

How heavenly is this? 🎄💫 https://t.co/Xh7aHEXCWt",2017-12-14 12:25:25,0.6124,0.235,0.765,0.0,0.21083333333333334,33.0,yellow
211,@CNN,"RT @BBCNews: 53 adults, 18 children 💚
#GrenfellTower

https://t.co/0lM54Cvw07 https://t.co/vJAhXktYRe",2017-12-14 12:27:47,0.0,0.0,1.0,0.0,0.03944444444444444,12.0,yellow
231,@CNN,"RT @BBCNews: 53 adults, 18 children 💚
#GrenfellTower

https://t.co/0lM54Cvw07 https://t.co/vJAhXktYRe",2017-12-14 12:27:47,0.0,0.0,1.0,0.0,0.03944444444444444,32.0,yellow
210,@CNN,"The awkward moment when Graham gets the wrong Gallagher brother. 😬

The Graham Norton Show | @BBCOne https://t.co/B7PGlaPmXw",2017-12-14 12:30:04,-0.5719,0.0,0.749,0.251,0.03805555555555556,11.0,yellow
230,@CNN,"The awkward moment when Graham gets the wrong Gallagher brother. 😬

The Graham Norton Show | @BBCOne https://t.co/B7PGlaPmXw",2017-12-14 12:30:04,-0.5719,0.0,0.749,0.251,0.03805555555555556,31.0,yellow
209,@CNN,"RT @BBC6Music: What was your favourite album of 2017? 

Here's Jodie Whittaker (@bbcdoctorwho / @BroadchurchTV) sharing her favourite. #201…",2017-12-14 12:45:09,0.4215,0.141,0.859,0.0,0.2513888888888889,10.0,yellow
229,@CNN,"RT @BBC6Music: What was your favourite album of 2017? 

Here's Jodie Whittaker (@bbcdoctorwho / @BroadchurchTV) sharing her favourite. #201…",2017-12-14 12:45:09,0.4215,0.141,0.859,0.0,0.2513888888888889,30.0,yellow
208,@CNN,RT @BBCNewsround: What do the @UKRobotWars house bots do on their day off? Shovel snow of course! ❄ https://t.co/krB7oQIEBR https://t.co/0l…,2017-12-14 12:46:06,0.0,0.0,1.0,0.0,0.015833333333333335,9.0,yellow
228,@CNN,RT @BBCNewsround: What do the @UKRobotWars house bots do on their day off? Shovel snow of course! ❄ https://t.co/krB7oQIEBR https://t.co/0l…,2017-12-14 12:46:06,0.0,0.0,1.0,0.0,0.015833333333333335,29.0,yellow
207,@CNN,"❄️⛄️ How cold can it get at work before you can legally go home? https://t.co/RCSDvZZRxg

We were all thinking it... https://t.co/9DWTOhCFL0",2017-12-14 13:03:04,0.1027,0.065,0.935,0.0,0.2827777777777778,8.0,yellow
227,@CNN,"❄️⛄️ How cold can it get at work before you can legally go home? https://t.co/RCSDvZZRxg

We were all thinking it... https://t.co/9DWTOhCFL0",2017-12-14 13:03:04,0.1027,0.065,0.935,0.0,0.2827777777777778,28.0,yellow
206,@CNN,"🎄 @LiamPayne, @ddlovato &amp; @Camila_Cabello will all present Christmas Day shows on @BBCR1. 👉 https://t.co/1k9h7hNZ3r… https://t.co/FAVRZRPkX1",2017-12-14 13:30:06,0.0,0.0,1.0,0.0,0.45055555555555554,7.0,yellow
226,@CNN,"🎄 @LiamPayne, @ddlovato &amp; @Camila_Cabello will all present Christmas Day shows on @BBCR1. 👉 https://t.co/1k9h7hNZ3r… https://t.co/FAVRZRPkX1",2017-12-14 13:30:06,0.0,0.0,1.0,0.0,0.45055555555555554,27.0,yellow
205,@CNN,"🎞🎵🎨 Gospel singer and civil rights activist @MavisStaples reveals her current picks for theatre, music and film. 👉… https://t.co/fNllKUJwMW",2017-12-14 14:00:08,0.0,0.0,1.0,0.0,0.5005555555555555,6.0,yellow
225,@CNN,"🎞🎵🎨 Gospel singer and civil rights activist @MavisStaples reveals her current picks for theatre, music and film. 👉… https://t.co/fNllKUJwMW",2017-12-14 14:00:08,0.0,0.0,1.0,0.0,0.5005555555555555,26.0,yellow
204,@CNN,"🙄
Looking up or rolling eyes?

Via @BBCScotland. https://t.co/d6W5jfMNIg",2017-12-14 17:00:05,0.0,0.0,1.0,0.0,2.9991666666666665,5.0,yellow
224,@CNN,"🙄
Looking up or rolling eyes?

Via @BBCScotland. https://t.co/d6W5jfMNIg",2017-12-14 17:00:05,0.0,0.0,1.0,0.0,2.9991666666666665,25.0,yellow
203,@CNN,👽 'Ask them if they believe in aliens' + 6 other awkward Christmas party conversation starters to help you survive… https://t.co/SIwOyxXkqj,2017-12-14 17:30:10,0.5859,0.245,0.682,0.073,0.5013888888888889,4.0,yellow
223,@CNN,👽 'Ask them if they believe in aliens' + 6 other awkward Christmas party conversation starters to help you survive… https://t.co/SIwOyxXkqj,2017-12-14 17:30:10,0.5859,0.245,0.682,0.073,0.5013888888888889,24.0,yellow
202,@CNN,"🍠🥕🥑 Here are our favourite vegetarian dishes to help herbivores up their protein intake, iron and fibre.… https://t.co/1bq9ZNdozI",2017-12-14 18:00:33,0.4019,0.137,0.863,0.0,0.5063888888888889,3.0,yellow
